Cc1ccc(C2C3=C(NCCN=C3c3ccccc3)C(=O)N2c2ccccc2)cc1	CHEMBL1370401
Clc1ccc(C2CC(c3cccs3)n3ncnc3N2)cc1Cl	CHEMBL1595687
Cc1ccc(C(=O)N2CCCCC2)cc1S(=O)(=O)N1CCCCCC1	CHEMBL1460465
COc1ccc(S(=O)(=O)N2CCN(CC(=O)Nc3cccc(OC)c3)CC2)cc1	CHEMBL1579913
COc1ccc(OCC(=O)Nc2ccc3c(c2)C(=O)NC3=O)cc1	CHEMBL1454002
O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)N1CCCCC1	CHEMBL1543278
COC(=O)CNC(c1ccccc1)c1cc(C)ccc1NC(=O)CNC(=O)OCc1ccccc1	CHEMBL1573548
COc1ccccc1-n1c(SCC(N)=O)nnc1-c1ccc(S(=O)(=O)N2CCCCC2)cc1	CHEMBL1456577
CCCCn1c(N)c(N(CC(C)C)C(=O)c2ccc(COc3ccccc3)o2)c(=O)[nH]c1=O	CHEMBL1325848
COc1ccc(-c2noc(CN3CCCCC3c3nccn3C)n2)cc1	CHEMBL1421312
COc1ccccc1C1CC(c2ccc(Cl)cc2)Nc2ncnn21	CHEMBL1463698
COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC(c3ccc(F)cc3)N3CCOCC3)c2)cc1	CHEMBL1386141
COc1ccccc1N(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NC1CCCCC1)c1ccco1	CHEMBL1388042
O=c1cc(OCc2ccccc2Cl)ccn1-c1ccc(OCCN2CCCC2)cc1	CHEMBL1642473
O=c1cc(OCc2ccc(-c3ccccc3)cc2)ccn1-c1ccc(OCCN2CCCC2)cc1	CHEMBL1642478
COc1ccc(COc2ccn(-c3ccc(OCCN4CCCC4)cc3)c(=O)c2)cc1	CHEMBL1642476
Cc1nc(N2CCC(NS(=O)(=O)N(C)C)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017765
C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)CC3)nc(C)c2c1)c1ccc(Cl)cc1	CHEMBL2017590
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)F)cc3)cc12	CHEMBL2017598
CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NC[C@@H]2Cc3ccc(C#N)cc3C2)CC1	CHEMBL2403862
Cc1cccc(C(=O)N[C@H]2CC[C@@H](Nc3nc(C)cc(N(C)C)n3)CC2)c1	CHEMBL568162
CN(C)C1CCN(c2ccc(-c3coc4cc(-c5ccc(C(F)(F)F)cc5)ccc4c3=O)cn2)C1	CHEMBL213540
CCOc1ccc(-n2c(C)nc3cc(-n4cnc5cc(-c6ccc(Cl)cc6)sc5c4=O)ccc32)cc1	CHEMBL214705
Cc1c(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)oc2cc(Cl)ccc2c1=O	CHEMBL277531
O=c1cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc2n1Cc1ccncc1	CHEMBL208473
N#CC(c1ccccc1)c1c(S)cnn(Cc2cccc3ccccc23)c1=O	CHEMBL2003244
Cc1c(NC(=O)c2ccc(-c3ccc(F)cc3)cc2)ccc2cc(CN3CCCC3)cnc12	CHEMBL2029372
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2	CHEMBL214629
CCN(CC)Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(C(F)(F)F)cc3)CC1=O)C2	CHEMBL389618
O=C(CCc1ccc(CN2CCCCC2)cc1)Nc1ccc(-c2ccc(F)cc2)cc1	CHEMBL388181
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CC4(CCOC4)C3)cc2)C1	CHEMBL3670640
Cc1cc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)ccc1CN1CC2(CCOC2)C1	CHEMBL3670641
COc1cc(N2Cc3ccc(-c4cc(C)ccc4C)nc3C2=O)ccc1OCCN1CCCC1	CHEMBL2337735
Cc1c(C2CC2)nc2cnc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cn12	CHEMBL3794147
Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cc21	CHEMBL3793944
O[C@@H]1CCCN(Cc2ccc(OCCCc3ccc(Oc4ccccc4)nn3)cc2)C1	CHEMBL3601041
CC(=O)NC1CCN(Cc2ccc(OCCCc3ccc(Oc4ccccc4)nn3)cc2)CC1	CHEMBL3601047
CC(=O)NC1CCN(Cc2ccc(CCN(C)C(=O)c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1	CHEMBL3600816
CC(=O)CNC1CCN(Cc2ccc(CCNC(=O)c3ccc(-c4ccc(F)cc4)cc3)cc2)CC1	CHEMBL3600817
CC1CCN(CCOc2ccc(C#Cc3ccc(-c4ccc(Cl)cc4)cn3)cc2)CC1	CHEMBL3600830
COc1cc(-n2cnc3cc(-c4ccc(Cl)c(Cl)c4)sc3c2=O)ccc1OCCN1CCCC1	CHEMBL441368
O=C(c1nc(-c2ccccc2)no1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1	CHEMBL3786352
Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4cccs4)cc3=O)cc21	CHEMBL3793343
Cc1c(C2CC2)nc2ncc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cn12	CHEMBL3794166
Cc1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2n1C	CHEMBL3793118
CCc1nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc2n1C	CHEMBL3792485
Cn1c(C2CCC2)nc2ccc(-n3ccc(OCc4ccc(F)cc4)cc3=O)cc21	CHEMBL3793700
Cn1c(CN2CCCC2)cc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc21	CHEMBL217887
CN(C)CC1CCc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2C1	CHEMBL214806
Cn1c(=O)c(C(=O)N2CCCC2)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21	CHEMBL381335
N#Cc1c(O)nc2ccc(Cl)cc2c1NC1CCN(Cc2ccc3c(c2)OCO3)CC1	CHEMBL424865
CN(c1nc2ccc(NC(=O)CCc3ccc(C(F)(F)F)cc3)cc2[nH]1)C1CCCC1	CHEMBL483674
CC(C)N(C)c1ccc2nc(NC(=O)CCc3ccc(C(F)(F)F)cc3)ccc2n1	CHEMBL497005
CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(C)cc4)CC3)cc2CC1	CHEMBL1914627
O=C(Nc1ccc2nc(C3CC3)c(CO)n2c1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1	CHEMBL562074
CCC(C)CCN1C(Nc2ccccc2)=NC[C@@H]1Cc1ccccc1	CHEMBL1533829
CCC(C)(C(=O)NC1CCCCC1)N(Cc1ccco1)C(=O)c1ccc2c(c1)OCO2	CHEMBL1459221
N#Cc1ccc(CSc2nnc(Cc3cccs3)n2Cc2ccco2)cc1	CHEMBL1447678
Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017589
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3Cl)cc12	CHEMBL2017599
Cc1nc(N(C)C2CCCC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017609
Cc1nc(NCCCNS(C)(=O)=O)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017615
Cc1nc(NCCCNC(=O)C2CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017617
Cc1nc(N2CCC(N3CCCC3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017746
Cc1nc(N2CCC(N3CCOC3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017750
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(Cl)c(Cl)c4)c4ccccc4c3=O)CC2)c1	CHEMBL1934837
O=C(c1cc(-c2ccccc2)on1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1	CHEMBL3787417
CCCc1cc(N)c2cc(NC(=O)NCc3ccc(C(F)(F)F)cc3)ccc2n1	CHEMBL216145
CCCc1cc(NC2CC2)c2cc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)ccc2n1	CHEMBL216184
Clc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)nn2-c1ccccc1	CHEMBL370361
CC1c2c([nH]c3cccc(Cl)c23)CC2CCN(C)CC21	CHEMBL1922250
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCN3CCCCC3)C[C@@H]21	CHEMBL1922265
COc1cc(N2Cc3ccc(Cc4ccc(C)cc4)nc3C2=O)ccc1OCCN1CCCC1	CHEMBL2337742
Cc1ccc(/C=C/C(=O)Nc2ccc3nc(N(C)CCN(C)C)ccc3c2)cc1	CHEMBL194477
Cc1cc(NCCCN(C)C)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12	CHEMBL196581
O=C(Cc1ccccc1)NC1CCN(C/C=C/c2ccccc2)CC1	CHEMBL185696
CCNC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	CHEMBL1914639
Cc1cc(N(C)CCN(C)C)nc2ccc(NC(=O)C3CCC(c4ccc(Cl)cc4)CC3)cc12	CHEMBL203544
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1	CHEMBL214767
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2cc(OC(F)(F)F)ccc2o1	CHEMBL387219
COc1cc2oc(C(=O)NC3CCN(Cc4ccc5c(c4)OCO5)CC3)cc(=O)c2cc1F	CHEMBL217442
CC(=O)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	CHEMBL384487
COc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F	CHEMBL214768
COc1cccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c1	CHEMBL217400
COc1ccc(NCc2ncc[nH]2)c(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c1	CHEMBL194342
CCCCCCOc1cccc2ccc(N)nc12	CHEMBL187295
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)cc4)c4ccccc4c3=O)CC2)c1	CHEMBL1934826
CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3ccccc3F)CC2)nc2ccccc12	CHEMBL367359
CCCN(CC)CCCC(=O)c1ccc2c(c1)CCN(C(C)=O)CC2	CHEMBL1914640
COc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)nn2C	CHEMBL199222
O=C(COc1ccc(C(F)(F)F)cc1)Nc1ccc2nc(N3CCOCC3)ccc2c1	CHEMBL217459
Cc1ccc(Oc2ccc(C(=O)NCCN3CCCC3)cc2NC(=O)Nc2ccc(-c3ccccc3)cc2)cc1C	CHEMBL373886
CNc1nc2cc(-n3cnc4cc(-c5ccc(Cl)cc5)sc4c3=O)ccc2[nH]1	CHEMBL214476
CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(O)(c4ccc(Cl)cc4)CC3)cc2CC1	CHEMBL1914651
Cc1ccccc1CC1(CO)CCCN(C(=O)c2cc(Cl)ccc2F)C1	CHEMBL1546168
C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3CCOCC3)C[C@@H]21	CHEMBL1922269
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1	CHEMBL214957
Cc1ccc2c(c1)nc(C(C)(C)O)n2[C@H]1CC[C@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1	CHEMBL2403868
CCc1ccc(-c2ccc(C(=O)Nc3ccc4c(c3)CCC(CN(C)C)C4)cc2)cc1	CHEMBL1818785
Cc1c(C2CC2)nc2ccc(NC(=O)c3ccc(-c4ccc(S(C)(=O)=O)cn4)cc3)cn12	CHEMBL563836
Cc1c(C2CC2)nc2ccc(NC(=O)c3ccc(-c4ccc(C(F)(F)F)nc4)cc3)cn12	CHEMBL565105
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(C#N)cc4)cc3)CC2)c1	CHEMBL3219261
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4C4CCOCC4)cc3)CC2)c1	CHEMBL3219265
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4C(C)C)cc3)CC2)c1	CHEMBL3219264
Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017588
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017591
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(C(F)F)cc3)cc12	CHEMBL2017597
Cc1nc(NCCO)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017611
Cc1nc(N(CCCO)C(C)C)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017613
Cc1nc(N2CCC(N3CCOCC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017740
Cc1nc(N2CCC(N3CCCCC3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017743
Cc1nc(N2CCC(N3CCN(C)S3(=O)=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017755
Cc1nc(N2CCC(NS(C)(=O)=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017757
C/C(=C\C(=O)Nc1ccc2nc(N3CCC(NS(C)(=O)=O)CC3)nc(C)c2c1)c1ccc(Cl)cc1	CHEMBL2017758
Cc1c(C2CC2)nc2ccc(NC(=O)c3cnc(-c4ccc(F)cc4)cn3)cn12	CHEMBL564106
CC(=O)Nc1cccc(C2CCN(CCCC(=O)c3nc4ccccc4n3-c3ccc(F)cc3)CC2)c1	CHEMBL1224305
CC(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(Cl)cc3)CC2)c1	CHEMBL1223708
CC(C)C(=O)Nc1cccc(C2CCN(CCCNc3nc4ccccc4n3-c3ccc(F)cc3)CC2)c1	CHEMBL1224153
CN(Cc1ccc(OC2CN(C(=O)c3nnc(-c4ccccc4)o3)C2)cc1)CC1(C)COC1	CHEMBL3785343
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCN(C)CC5)c(F)c4)C3)o2)cc1	CHEMBL3787461
O=c1cc(OCc2ccccc2F)ccn1-c1ccc(OCCN2CCCC2)cc1	CHEMBL1642471
O=c1cc(OCc2cccc(F)c2)ccn1-c1ccc(OCCN2CCCC2)cc1	CHEMBL1642472
CCCn1nc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cc2c1C	CHEMBL3794208
CCn1nc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cc2c1C	CHEMBL3793016
Cn1c(C2CC2)cc2ccc(-n3ccc(OCc4ccc(Cl)cc4)cc3=O)cc21	CHEMBL3793053
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCC5)cc4)C3)o2)cc1	CHEMBL3786169
O=C(c1nnc(-c2ccccc2)o1)N1CC(Oc2ccc(CN3CCCC34CCOC4)cc2)C1	CHEMBL3670647
O=C(CCCN1CCC(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)CCNCC2	CHEMBL1914630
CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCC(C)(C)CC2)C1	CHEMBL232858
COCCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1	CHEMBL2017608
Cc1nc(NCCNC(=O)C2CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017616
Cc1nc(N2CCC(N3CCOCC3=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017742
Cc1nc(N2CCC(NC(=O)C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017756
Cc1nc(N2CCC(NC(=O)CO)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)(F)F)cc3)cc12	CHEMBL2017761
C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)(C4CC4)CC3)nc(C)c2c1)c1ccc(Cl)cc1	CHEMBL2017587
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)cc12	CHEMBL2017595
Cc1nc(N2CCC(O)(c3ccccc3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017601
Cc1nc(N2CCC(O)(CCO)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017607
C/C(=C\C(=O)Nc1ccc2nc(N3CCC(N4CCCC4=O)CC3)nc(C)c2c1)c1ccc(OC(F)(F)F)cc1	CHEMBL2017745
Cc1nc(N2CCC(NC(=O)CO)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017759
CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2C1	CHEMBL1914852
CC(=O)N1CCc2sc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2C1	CHEMBL1914854
CCC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	CHEMBL1914631
CCCCC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1	CHEMBL1914634
CCN(CC)CCOc1ccc(CCc2ccc(-c3ccc(OC)cc3)cn2)cc1	CHEMBL3600823
Cc1c(NC(=O)c2ccc(OCC3CC3)cc2)ccc2cc([C@@H](C)N3CCCC3)cnc12	CHEMBL2059420
CC(C)N(C)c1nc2ccc(NC(=O)CCc3ccc(C(F)(F)F)cc3)cc2s1	CHEMBL523751
CC(=O)Nc1cccc(C2CCN(Cc3ccc(Cc4nc5ccccc5n4-c4ccc(F)cc4)cc3C#N)CC2)c1	CHEMBL3218998
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4-c4ccc(F)cc4)cc3)CC2)c1	CHEMBL3218997
CC(=O)Nc1cccc(C2CCN(Cc3ccc(Cc4nc5ccccc5n4-c4ccc(F)cc4)cc3)CC2)c1	CHEMBL3218999
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5ccccc5n4C)cc3)CC2)c1	CHEMBL3219262
CC(=O)Nc1cccc(C2CCN(Cc3ccc(C(=O)c4nc5cccnc5n4-c4ccc(F)cc4)cc3)CC2)c1	CHEMBL3219274
Clc1ccc(-c2ccc(C#Cc3ccc(OCCN4CCCC4)c(Cl)c3)nc2)cc1	CHEMBL3601017
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CCC(O)C5)cc4)CC3)o2)cc1	CHEMBL3787642
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN(C)C)cn4)C3)o2)cc1	CHEMBL3787492
Cn1c(C2CC2)nc2ccc(-n3ccc(OCc4ccsc4)cc3=O)cc21	CHEMBL3793111
CCCCNc1nc2ccccc2n1CC(=O)Nc1c(C)cccc1CC	CHEMBL1585808
Cc1cc(Cl)ccc1OCC(=O)NC1CCN(Cc2ccccc2)CC1	CHEMBL4572083
Cc1c(C(=O)NC2CCN(Cc3ccccc3)CC2)oc2ccc(Br)cc12	CHEMBL4571855
Cc1cc(N2CCN(C)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12	CHEMBL184717
Nc1ccc2cccc(OCCC(F)(F)F)c2n1	CHEMBL187165
O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cccc(Cl)c1	CHEMBL383567
COc1ccc(NCC2CC2)c(C(=O)NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c1	CHEMBL195255
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(C(F)(F)F)cc4)c4ccccc4c3=O)CC2)c1	CHEMBL1933085
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(C#N)cc4)c4ccccc4c3=O)CC2)c1	CHEMBL1934828
CC(C)(O)c1nc2cc(Cl)ccc2n1[C@H]1CC[C@@H](NCC2Cc3ccccc3C2)CC1	CHEMBL2403857
Cc1ccc2c(c1)nc(C)n2[C@H]1CC[C@@H](NC[C@H]2Cc3ccc(C#N)cc3C2)CC1	CHEMBL2403856
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC6(CCCO6)C5)cc4)C3)o2)cc1	CHEMBL3670638
CC(C)N(CCOc1ccc(-n2ccc(OCc3ccccc3)cc2=O)cc1)C(C)C	CHEMBL1642486
